system:index,Annual_rai,Aspect_Mad,DEM_Mada_R,Dist_sett,GFW_defory,JRC_defory,JRC_degrady,MERGE_SRC,Slope_Mada,X,Y,dist_defor,dist_edge_,dist_river,dist_route,dist_track,popdens_ma,pressure_s,treated_An,treated_CF,treated_CZ,treated_TT,treeloss19,unique_id,.geo
00000000000000000302_00000000000000000302_0_00000000000000000302_0_00000000000000000302_0,1710.0,111.037513733,978.0,1044.84448242,2012,0,0,TTF3,16.181394577,855705.0,7908015.0,212.132034302,30.0,335.410186768,5131.40332031,1284.05603027,0.0234390068799,43921.0507813,0,0,0,10834,12.0,sample_3397,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000303_00000000000000000303_0_00000000000000000303_0_00000000000000000303_0,1714.0,284.931427002,970.0,933.380981445,2023,0,0,TTF3,7.37130689621,855855.0,7908015.0,182.482879639,30.0,256.320098877,5001.27978516,1190.96594238,0.0231532678008,43907.5078125,0,0,0,10835,0.0,sample_3398,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000304_00000000000000000304_0_00000000000000000304_0_00000000000000000304_0,1624.0,133.754638672,1041.0,5043.5703125,2013,2013,0,TTF3,15.1694574356,850155.0,7907865.0,816.088256836,488.0,2536.02050781,7164.47509766,5882.6015625,0.0183400902897,45736.0351563,0,0,0,10383,13.0,sample_3399,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000305_00000000000000000305_0_00000000000000000305_0_00000000000000000305_0,1624.0,236.309936523,1035.0,5170.88964844,2014,2012,2008,TTF3,13.5157814026,850305.0,7907865.0,941.541259766,402.0,2470.40478516,7097.90087891,5741.29785156,0.0184529665858,45639.9648438,0,0,0,10384,14.0,sample_3400,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000306_00000000000000000306_0_00000000000000000306_0_00000000000000000306_0,1639.0,108.434951782,1016.0,5299.39599609,2007,2012,2008,TTF3,14.0549535751,850455.0,7907865.0,1073.31262207,342.0,2412.34326172,7033.89648438,5600.44628906,0.0177154503763,45546.296875,0,0,0,10385,7.0,sample_3401,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000307_00000000000000000307_0_00000000000000000307_0_00000000000000000307_0,1639.0,101.309928894,1002.0,5429.00537109,2012,2013,0,TTF3,18.7746753693,850605.0,7907865.0,1086.64624023,242.0,2362.39282227,6972.53173828,5460.08251953,0.0173942167312,45500.3632813,0,0,0,10386,14.0,sample_3402,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000309_00000000000000000309_0_00000000000000000309_0_00000000000000000309_0,1639.0,218.157226563,1006.0,5668.17431641,2017,2017,0,TTF3,16.5278110504,850905.0,7907865.0,1065.31689453,180.0,2288.86425781,6854.19580078,5180.97460938,0.017345353961,45366.1445313,0,0,0,10388,17.0,sample_3404,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030a_0000000000000000030a_0_0000000000000000030a_0_0000000000000000030a_0,1639.0,124.919403076,994.0,5519.75537109,2017,2001,0,TTF3,15.0733995438,851055.0,7907865.0,1050.4284668,85.0,2266.14208984,6796.50634766,5042.23144531,0.0174106750637,45279.6523438,0,0,0,10389,17.0,sample_3405,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030b_0000000000000000030b_0_0000000000000000030b_0_0000000000000000030b_0,1639.0,117.645973206,964.0,5371.42431641,2017,2013,0,TTF3,11.1751413345,851205.0,7907865.0,1056.83483887,42.0,2253.19775391,6741.66162109,4902.40771484,0.0170589257032,45195.5507813,0,0,0,10390,17.0,sample_3406,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030c_0000000000000000030c_0_0000000000000000030c_0_0000000000000000030c_0,1670.0,318.301849365,973.0,5075.05664063,2014,2014,0,TTF3,17.0624256134,851505.0,7907865.0,1130.88464355,108.0,2194.92602539,6640.78320313,4624.67285156,0.0164607316256,45073.859375,0,0,0,10392,14.0,sample_3407,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030d_0000000000000000030d_0_0000000000000000030d_0_0000000000000000030d_0,1670.0,320.57220459,998.0,4927.03759766,2017,2017,0,TTF3,13.6441822052,851655.0,7907865.0,1194.73852539,201.0,2135.27514648,6593.51953125,4486.88085938,0.0162772070616,44995.703125,0,0,0,10393,17.0,sample_3408,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030e_0000000000000000030e_0_0000000000000000030e_0_0000000000000000030e_0,1670.0,113.19859314,995.0,4779.14208984,2017,2017,0,TTF3,10.7797718048,851805.0,7907865.0,1273.14575195,190.0,2078.67749023,6548.6640625,4349.89648438,0.0178602915257,44957.515625,0,0,0,10394,17.0,sample_3409,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030f_0000000000000000030f_0_0000000000000000030f_0_0000000000000000030f_0,1691.0,132.510452271,964.0,4631.38232422,2017,2017,0,TTF3,15.1797056198,851955.0,7907865.0,1363.59814453,67.0,2016.92834473,6506.95800781,4213.79882813,0.0190998930484,44882.9140625,0,0,0,10395,17.0,sample_3410,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000311_00000000000000000311_0_00000000000000000311_0_00000000000000000311_0,1710.0,358.876708984,1002.0,1757.75427246,2017,2000,0,TTF3,11.9991388321,854955.0,7907865.0,84.8528137207,30.0,823.771789551,5568.05175781,1878.77624512,0.0211030561477,43987.8554688,0,0,0,10415,19.0,sample_3412,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000312_00000000000000000312_0_00000000000000000312_0_00000000000000000312_0,1710.0,270.0,1014.0,1626.09960938,2002,2014,2001,TTF3,16.2602043152,855105.0,7907865.0,84.8528137207,42.0,751.797851563,5478.84130859,1783.92822266,0.0217949654907,43970.3984375,0,0,0,10416,14.0,sample_3413,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000314_00000000000000000314_0_00000000000000000314_0_00000000000000000314_0,1630.0,41.3670501709,1035.0,4964.88671875,2019,2013,0,TTF3,20.4041233063,850155.0,7907715.0,737.902404785,426.0,2670.0,7031.01708984,5934.01220703,0.0176343824714,45649.8671875,0,0,0,9969,17.0,sample_3415,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000315_00000000000000000315_0_00000000000000000315_0_00000000000000000315_0,1630.0,45.0,1009.0,5094.17333984,2007,2013,2002,TTF3,4.04469108582,850305.0,7907715.0,874.64276123,324.0,2607.75756836,6963.16748047,5793.96240234,0.0170039460063,45554.6953125,0,0,0,9970,7.0,sample_3416,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000316_00000000000000000316_0_00000000000000000316_0_00000000000000000316_0,1652.0,228.468231201,1008.0,5224.56689453,2015,2011,0,TTF3,11.0237855911,850455.0,7907715.0,930.483764648,272.0,2552.82202148,6897.91259766,5654.42285156,0.0178292058408,45461.9257813,0,0,0,9971,15.0,sample_3417,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000317_00000000000000000317_0_00000000000000000317_0_00000000000000000317_0,1652.0,97.2060546875,1001.0,5355.98730469,2015,2009,2000,TTF3,20.0715961456,850605.0,7907715.0,937.709960938,134.0,2505.67358398,6835.32714844,5515.43310547,0.017161142081,45416.4414063,0,0,0,9972,15.0,sample_3418,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000319_00000000000000000319_0_00000000000000000319_0_00000000000000000319_0,1652.0,197.354019165,971.0,5621.61914063,2016,0,0,TTF3,15.6095256805,850905.0,7907715.0,917.823486328,30.0,2436.47290039,6716.58398438,5236.61132813,0.0167224444449,45283.5820313,0,0,0,9974,15.0,sample_3420,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031a_0000000000000000031a_0_0000000000000000031a_0_0000000000000000031a_0,1652.0,146.003540039,965.0,5543.75341797,2017,2015,0,TTF3,12.1943836212,851055.0,7907715.0,900.49987793,42.0,2415.13964844,6657.70214844,5097.70556641,0.0168592296541,45198.0,0,0,0,9975,15.0,sample_3421,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031b_0000000000000000031b_0_0000000000000000031b_0_0000000000000000031b_0,1678.0,291.614776611,987.0,5101.14697266,2017,2017,0,TTF3,13.362200737,851505.0,7907715.0,993.176696777,90.0,2334.60913086,6498.65380859,4685.09326172,0.016477458179,44994.484375,0,0,0,9978,17.0,sample_3422,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031c_0000000000000000031c_0_0000000000000000031c_0_0000000000000000031c_0,1678.0,144.039489746,995.0,4953.90771484,2017,2017,0,TTF3,14.7100763321,851655.0,7907715.0,1065.31689453,134.0,2273.08154297,6451.04638672,4549.13183594,0.0163251720369,44917.2460938,0,0,0,9979,17.0,sample_3423,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031d_0000000000000000031d_0_0000000000000000031d_0_0000000000000000031d_0,1678.0,143.972625732,981.0,4806.83886719,2017,2017,0,TTF3,12.7725782394,851805.0,7907715.0,1152.56237793,67.0,2214.72338867,6405.19335938,4414.07958984,0.0168378651142,44879.515625,0,0,0,9980,17.0,sample_3424,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000323_00000000000000000323_0_00000000000000000323_0_00000000000000000323_0,1630.0,11.6592922211,1024.0,5020.76708984,2015,2015,0,TTF3,15.0043392181,850305.0,7907565.0,800.499816895,216.0,2746.43408203,6829.0703125,5849.92285156,0.0171741079539,45511.78125,0,0,0,9556,15.0,sample_3430,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000324_00000000000000000324_0_00000000000000000324_0_00000000000000000324_0,1652.0,88.8766937256,986.0,5153.01855469,2013,2013,2003,TTF3,11.9991388321,850455.0,7907565.0,780.576721191,124.0,2694.32739258,6762.52148438,5710.17529297,0.0167111102492,45419.4648438,0,0,0,9557,13.0,sample_3431,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000326_00000000000000000326_0_00000000000000000326_0_00000000000000000326_0,1678.0,198.824707031,969.0,5131.49121094,2017,0,0,TTF3,21.1757698059,851505.0,7907565.0,859.592956543,30.0,2470.40478516,6356.88623047,4749.484375,0.0168647076935,44954.53125,0,0,0,9564,17.0,sample_3433,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000327_00000000000000000327_0_00000000000000000327_0_00000000000000000327_0,1678.0,151.699249268,963.0,4985.14794922,2014,2017,0,TTF3,17.0979232788,851655.0,7907565.0,942.019104004,30.0,2412.34326172,6308.92236328,4615.41992188,0.0168627034873,44877.75,0,0,0,9565,14.0,sample_3434,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000328_00000000000000000328_0_00000000000000000328_0_00000000000000000328_0,1713.0,119.054603577,957.0,3114.5144043,2023,2018,0,TTF3,7.33339262009,853605.0,7907565.0,474.341644287,30.0,1643.44152832,5970.67822266,3012.57373047,0.0191095918417,44213.6796875,0,0,0,9578,18.0,sample_3435,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000329_00000000000000000329_0_00000000000000000329_0_00000000000000000329_0,1630.0,141.009002686,1040.0,4685.57373047,2017,2017,0,TTF3,18.6614398956,850005.0,7907415.0,510.881591797,108.0,3005.39526367,6839.27636719,6183.85791016,0.0168579220772,45567.0429688,0,0,0,9140,17.0,sample_3436,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032a_0000000000000000032a_0_0000000000000000032a_0_0000000000000000032a_0,1630.0,189.162353516,1015.0,4817.68603516,2019,2014,2003,TTF3,7.45400953293,850155.0,7907415.0,660.68145752,192.0,2942.60083008,6766.18066406,6044.38574219,0.016904855147,45519.2304688,0,0,0,9141,19.0,sample_3437,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032b_0000000000000000032b_0_0000000000000000032b_0_0000000000000000032b_0,1630.0,153.676696777,1032.0,4950.81787109,2020,2020,2016,TTF3,23.8275642395,850305.0,7907415.0,655.209899902,175.0,2886.24316406,6695.64794922,5905.4296875,0.0169722139835,45425.4101563,0,0,0,9142,0.0,sample_3438,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032c_0000000000000000032c_0_0000000000000000032c_0_0000000000000000032c_0,1652.0,100.669784546,984.0,5084.88916016,2012,2013,2003,TTF3,16.3072681427,850455.0,7907415.0,630.713867188,30.0,2836.70581055,6627.75976563,5767.02685547,0.0171175990254,45334.0,0,0,0,9143,12.0,sample_3439,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032d_0000000000000000032d_0_0000000000000000032d_0_0000000000000000032d_0,1652.0,244.592285156,977.0,5219.82763672,2012,2001,0,TTF3,20.2553977966,850605.0,7907415.0,641.326721191,30.0,2794.3515625,6562.59863281,5629.21826172,0.0168592110276,45289.1953125,0,0,0,9144,12.0,sample_3440,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032e_0000000000000000032e_0_0000000000000000032e_0_0000000000000000032e_0,1713.0,276.340179443,960.0,3171.07226563,2017,2016,0,TTF3,2.16078901291,853605.0,7907415.0,361.247833252,67.0,1783.92822266,5820.69580078,3118.41308594,0.0188976787031,44143.9140625,0,0,0,9164,17.0,sample_3441,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032f_0000000000000000032f_0_0000000000000000032f_0_0000000000000000032f_0,1697.0,3.99091243744,960.0,2898.22363281,2015,2015,2011,TTF3,10.1818943024,853905.0,7907415.0,240.0,30.0,1663.85095215,5795.67089844,2910.0,0.0185792222619,44071.34375,0,0,0,9166,15.0,sample_3442,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000331_00000000000000000331_0_00000000000000000331_0_00000000000000000331_0,1630.0,83.6598052979,998.0,4615.41992188,2015,2011,2003,TTF3,6.45795488358,850005.0,7907265.0,510.881591797,30.0,3140.84375,6709.41113281,6240.0,0.0167565960437,45478.5976563,0,0,0,8726,17.0,sample_3444,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000332_00000000000000000332_0_00000000000000000332_0_00000000000000000332_0,1630.0,193.57043457,990.0,4749.484375,2014,2015,0,TTF3,7.08572721481,850155.0,7907265.0,582.494628906,120.0,3080.81152344,6634.88525391,6101.81103516,0.0164303984493,45431.2382813,0,0,0,8727,14.0,sample_3445,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000333_00000000000000000333_0_00000000000000000333_0_00000000000000000333_0,1630.0,125.869827271,979.0,4884.47558594,2017,2016,2003,TTF3,18.4805335999,850305.0,7907265.0,512.640197754,67.0,3027.02832031,6562.94140625,5964.19335938,0.0169385075569,45338.328125,0,0,0,8728,17.0,sample_3446,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000334_00000000000000000334_0_00000000000000000334_0_00000000000000000334_0,1652.0,151.26020813,969.0,5294.29882813,2020,2000,0,TTF3,8.38019180298,850755.0,7907265.0,550.726806641,42.0,2906.44116211,6363.46582031,5555.18652344,0.0171735379845,45116.5859375,0,0,0,8731,16.0,sample_3447,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000337_00000000000000000337_0_00000000000000000337_0_00000000000000000337_0,1697.0,221.05480957,985.0,2835.43652344,2023,2023,0,TTF3,18.9104385376,854055.0,7907265.0,169.705627441,60.0,1744.13305664,5626.25976563,2927.42211914,0.0185539145023,43957.7265625,0,0,0,8753,0.0,sample_3450,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000338_00000000000000000338_0_00000000000000000338_0_00000000000000000338_0,1697.0,253.237442017,999.0,2706.32592773,2023,2013,1999,TTF3,19.8587341309,854205.0,7907265.0,210.0,124.0,1682.40893555,5609.03710938,2823.34912109,0.0185495428741,43936.28125,0,0,0,8754,0.0,sample_3451,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000339_00000000000000000339_0_00000000000000000339_0_00000000000000000339_0,1697.0,289.722290039,1040.0,2579.47680664,2017,2017,0,TTF3,13.202548027,854355.0,7907265.0,60.0,60.0,1623.88427734,5516.08544922,2723.5637207,0.0202027522027,43895.0898438,0,0,0,8755,17.0,sample_3452,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033a_0000000000000000033a_0_0000000000000000033a_0_0000000000000000033a_0,1729.0,292.479431152,973.0,1794.49157715,2012,2002,0,TTF3,14.6567935944,855405.0,7907265.0,120.0,30.0,1127.69677734,4818.05957031,2058.00878906,0.0205993298441,43708.5078125,0,0,0,8762,13.0,sample_3453,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033b_0000000000000000033b_0_0000000000000000033b_0_0000000000000000033b_0,1729.0,226.636581421,997.0,1705.78430176,2007,2004,0,TTF3,11.6578874588,855555.0,7907265.0,30.0,30.0,1060.23583984,4728.97460938,1958.97937012,0.0199935194105,43681.75,0,0,0,8763,7.0,sample_3454,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033d_0000000000000000033d_0_0000000000000000033d_0_0000000000000000033d_0,1630.0,228.691390991,1015.0,4414.07958984,2017,2006,0,TTF3,20.1075801849,849855.0,7907115.0,379.473327637,60.0,3340.79321289,6658.91894531,6436.66064453,0.0167694333941,45530.1914063,0,0,0,8311,14.0,sample_3456,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033e_0000000000000000033e_0_0000000000000000033e_0_0000000000000000033e_0,1630.0,21.8014087677,1035.0,4549.13183594,2020,2019,0,TTF3,10.1765270233,850005.0,7907115.0,523.927490234,30.0,3277.56005859,6580.40283203,6299.21435547,0.0170271247625,45434.1132813,0,0,0,8312,0.0,sample_3457,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033f_0000000000000000033f_0_0000000000000000033f_0_0000000000000000033f_0,1652.0,1.2188744545,987.0,5376.11376953,2017,2017,0,TTF3,11.0826444626,850905.0,7907115.0,349.857116699,124.0,3029.25732422,6165.20068359,5488.36035156,0.0166847556829,45031.6132813,0,0,0,8318,17.0,sample_3458,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000340_00000000000000000340_0_00000000000000000340_0_00000000000000000340_0,1652.0,169.114471436,982.0,5534.41064453,2016,2016,0,TTF3,12.4422101974,851205.0,7907115.0,323.109893799,85.0,2995.49658203,6046.69335938,5224.56689453,0.017261615023,44868.34375,0,0,0,8320,17.0,sample_3459,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000341_00000000000000000341_0_00000000000000000341_0_00000000000000000341_0,1694.0,321.788970947,969.0,4117.00146484,2016,2016,0,TTF3,13.9949798584,852705.0,7907115.0,1142.3659668,60.0,2412.34326172,5608.07470703,3983.22729492,0.0172189213336,44310.453125,0,0,0,8330,17.0,sample_3460,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000342_00000000000000000342_0_00000000000000000342_0_00000000000000000342_0,1694.0,351.869903564,960.0,3978.59277344,2014,2018,1996,TTF3,6.72136926651,852855.0,7907115.0,1020.0,30.0,2351.70141602,5583.54736328,3869.18603516,0.0170038491488,44251.3242188,0,0,0,8331,14.0,sample_3461,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000343_00000000000000000343_0_00000000000000000343_0_00000000000000000343_0,1697.0,277.253204346,1012.0,2787.41821289,2018,2018,0,TTF3,13.0080003738,854205.0,7907115.0,192.093734741,90.0,1822.36108398,5459.83496094,2935.09790039,0.0187589135021,43902.2265625,0,0,0,8340,18.0,sample_3462,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000344_00000000000000000344_0_00000000000000000344_0_00000000000000000344_0,1697.0,285.39553833,1051.0,2664.43237305,2018,2018,0,TTF3,16.6046142578,854355.0,7907115.0,134.164077759,90.0,1760.82373047,5412.73486328,2839.24291992,0.0208862945437,43861.5,0,0,0,8341,18.0,sample_3463,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000345_00000000000000000345_0_00000000000000000345_0_00000000000000000345_0,1707.0,206.565048218,980.0,2102.78393555,2004,2004,2001,TTF3,3.19960141182,855105.0,7907115.0,30.0,30.0,1408.72277832,4890.828125,2362.39282227,0.0190783906728,43721.0117188,0,0,0,8346,4.0,sample_3464,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000346_00000000000000000346_0_00000000000000000346_0_00000000000000000346_0,1707.0,99.2461166382,971.0,2005.29296875,2004,2004,0,TTF3,10.2885951996,855255.0,7907115.0,84.8528137207,85.0,1332.55395508,4793.71484375,2268.12695313,0.0204030275345,43691.4335938,0,0,0,8347,4.0,sample_3465,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000347_00000000000000000347_0_00000000000000000347_0_00000000000000000347_0,1729.0,303.111328125,967.0,1914.60180664,2007,2004,0,TTF3,6.52698659897,855405.0,7907115.0,90.0,90.0,1261.42773438,4699.3828125,2170.39160156,0.020704144612,43677.46875,0,0,0,8348,7.0,sample_3466,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000348_00000000000000000348_0_00000000000000000348_0_00000000000000000348_0,1729.0,285.018371582,982.0,1831.72045898,2002,2004,0,TTF3,10.0304431915,855555.0,7907115.0,67.0820388794,67.0,1189.83190918,4608.00390625,2076.078125,0.0194128900766,43651.1679688,0,0,0,8349,2.0,sample_3467,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000349_00000000000000000349_0_00000000000000000349_0_00000000000000000349_0,1630.0,186.632522583,1028.0,4624.67285156,2017,2016,0,TTF3,10.2247200012,850155.0,7906965.0,335.410186768,95.0,3360.26782227,6374.77050781,6225.92138672,0.017260286957,45297.9492188,0,0,0,7899,17.0,sample_3468,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034a_0000000000000000034a_0_0000000000000000034a_0_0000000000000000034a_0,1630.0,93.5763320923,985.0,4763.20263672,2015,2015,0,TTF3,14.9592466354,850305.0,7906965.0,254.558441162,42.0,3311.02709961,6299.85693359,6091.10839844,0.0164755936712,45206.40625,0,0,0,7900,15.0,sample_3469,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034b_0000000000000000034b_0_0000000000000000034b_0_0000000000000000034b_0,1652.0,10.2440872192,969.0,4902.40771484,2015,2015,0,TTF3,19.3632888794,850455.0,7906965.0,182.482879639,30.0,3267.93505859,6227.65625,5957.02099609,0.0165609735996,45117.28125,0,0,0,7901,0.0,sample_3470,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034c_0000000000000000034c_0_0000000000000000034c_0_0000000000000000034c_0,1652.0,295.346160889,992.0,5323.54199219,2017,2015,0,TTF3,9.93726921082,850905.0,7906965.0,234.307495117,150.0,3177.87670898,6028.28320313,5559.64013672,0.0161797311157,44946.2539063,0,0,0,7904,17.0,sample_3471,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034d_0000000000000000034d_0_0000000000000000034d_0_0000000000000000034d_0,1652.0,93.7152862549,982.0,5464.94287109,2017,2017,0,TTF3,17.8230667114,851055.0,7906965.0,152.970581055,127.0,3161.55029297,5967.88916016,5429.00537109,0.0165215171874,44864.34375,0,0,0,7905,17.0,sample_3472,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034f_0000000000000000034f_0_0000000000000000034f_0_0000000000000000034f_0,1694.0,303.690063477,972.0,4313.43261719,2014,2001,0,TTF3,8.54372596741,852555.0,7906965.0,1074.15087891,30.0,2607.75756836,5489.67236328,4194.53222656,0.0170841943473,44294.9414063,0,0,0,7915,14.0,sample_3474,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000350_00000000000000000350_0_00000000000000000350_0_00000000000000000350_0,1694.0,124.380348206,975.0,4176.14648438,2004,2006,0,TTF3,5.47926855087,852705.0,7906965.0,1015.13543701,42.0,2550.0,5460.49462891,4080.88232422,0.0178936030716,44234.4023438,0,0,0,7916,4.0,sample_3475,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000351_00000000000000000351_0_00000000000000000351_0_00000000000000000351_0,1694.0,140.710586548,967.0,4039.76489258,2014,2018,2009,TTF3,3.389067173,852855.0,7906965.0,939.14855957,30.0,2490.18066406,5435.30126953,3969.64746094,0.0174217782915,44176.2109375,0,0,0,7917,14.0,sample_3476,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000352_00000000000000000352_0_00000000000000000352_0_00000000000000000352_0,1713.0,299.845916748,967.0,3246.79833984,2016,2021,2015,TTF3,16.3323001862,853755.0,7906965.0,174.92855835,42.0,2135.27514648,5370.0,3349.94018555,0.0171375926584,43943.0742188,0,0,0,7923,17.0,sample_3477,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000353_00000000000000000353_0_00000000000000000353_0_00000000000000000353_0,1697.0,256.865966797,999.0,2874.05639648,2017,2016,0,TTF3,14.3977966309,854205.0,7906965.0,108.166542053,90.0,1959.20898438,5310.67773438,3050.13110352,0.0177422128618,43833.65625,0,0,0,7926,17.0,sample_3478,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000354_00000000000000000354_0_00000000000000000354_0_00000000000000000354_0,1697.0,229.864517212,1035.0,2754.94091797,2017,2016,0,TTF3,15.5333423615,854355.0,7906965.0,212.132034302,108.0,1899.73681641,5296.67822266,2954.80957031,0.0197538416833,43793.859375,0,0,0,7927,17.0,sample_3479,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000355_00000000000000000355_0_00000000000000000355_0_00000000000000000355_0,1697.0,112.380134583,1016.0,2638.97705078,2001,2001,0,TTF3,12.9424085617,854505.0,7906965.0,67.0820388794,30.0,1827.04675293,5200.74023438,2858.04125977,0.0187042318285,43756.3164063,0,0,0,7928,1.0,sample_3480,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000356_00000000000000000356_0_00000000000000000356_0_00000000000000000356_0,1697.0,159.227752686,1002.0,2526.59838867,2018,2006,2001,TTF3,14.4919509888,854655.0,7906965.0,84.8528137207,30.0,1757.75427246,5091.87597656,2762.93310547,0.0188285894692,43738.3867188,0,0,0,7929,18.0,sample_3481,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000359_00000000000000000359_0_00000000000000000359_0_00000000000000000359_0,1640.0,129.400665283,983.0,4568.38037109,2004,2014,2002,TTF3,16.8022785187,850155.0,7906815.0,212.132034302,212.0,3501.27124023,6246.0546875,6292.42382813,0.0164758749306,45208.2460938,0,0,0,7485,4.0,sample_3484,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035a_0000000000000000035a_0_0000000000000000035a_0_0000000000000000035a_0,1640.0,227.045410156,998.0,4708.56689453,2015,2015,0,TTF3,9.37478256226,850305.0,7906815.0,134.164077759,134.0,3454.04101563,6169.57861328,6159.06640625,0.0163646247238,45117.625,0,0,0,7486,15.0,sample_3485,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035b_0000000000000000035b_0_0000000000000000035b_0_0000000000000000035b_0,1665.0,125.340110779,985.0,4849.34033203,2016,2015,0,TTF3,15.6918296814,850455.0,7906815.0,42.4264068604,42.0,3412.75537109,6095.83447266,6026.49169922,0.0164484288543,45029.4179688,0,0,0,7487,15.0,sample_3486,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035e_0000000000000000035e_0_0000000000000000035e_0_0000000000000000035e_0,1665.0,143.841812134,965.0,5417.38867188,2017,2001,0,TTF3,15.0216398239,851055.0,7906815.0,30.0,30.0,3311.02709961,5830.19726563,5505.14306641,0.0164586510509,44779.2617188,0,0,0,7491,11.0,sample_3489,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035f_0000000000000000035f_0_0000000000000000035f_0_0000000000000000035f_0,1680.0,138.814071655,961.0,5203.76806641,2010,2009,1984,TTF3,5.06230688095,851655.0,7906815.0,570.0,30.0,3101.0480957,5600.44628906,5001.45996094,0.0178942419589,44514.6914063,0,0,0,7495,10.0,sample_3490,"{""type"":""MultiPoint"",""coordinates"":[]}"
